Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110175523.0,428012.0,431098.0,1.0,2011-04-15,1637.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,32.0,Motorcycle over 50cc and up to 125cc
110175761.0,424482.0,435629.0,2.0,2011-04-15,1655.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35.0,Car
110176160.0,427845.0,431279.0,1.0,2011-04-16,105.0,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,26.0,Car
110176160.0,427845.0,431279.0,1.0,2011-04-16,105.0,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21.0,Car
110176342.0,428972.0,433688.0,2.0,2011-04-16,828.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25.0,Car
110176342.0,428972.0,433688.0,2.0,2011-04-16,828.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41.0,Car
110176709.0,435957.0,428286.0,2.0,2011-04-16,1425.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34.0,Car
110176709.0,435957.0,428286.0,2.0,2011-04-16,1425.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56.0,Car
110176709.0,435957.0,428286.0,2.0,2011-04-16,1425.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,32.0,Car
110176770.0,431935.0,445792.0,2.0,2011-04-16,1030.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Car
110176770.0,431935.0,445792.0,2.0,2011-04-16,1030.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,30.0,Motorcycle over 50cc and up to 125cc
110176784.0,428326.0,431263.0,2.0,2011-04-16,1000.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25.0,Car
110176784.0,428326.0,431263.0,2.0,2011-04-16,1000.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51.0,Car
110177764.0,430162.0,433923.0,2.0,2011-04-16,1516.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35.0,Bus or coach (17 or more passenger seats)
110177937.0,429158.0,431786.0,2.0,2011-04-16,1530.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29.0,Car
110177937.0,429158.0,431786.0,2.0,2011-04-16,1530.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66.0,Car
110177937.0,429158.0,431786.0,2.0,2011-04-16,1530.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43.0,Car
110177917.0,442618.0,427289.0,2.0,2011-04-17,1104.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22.0,Car
110177961.0,423845.0,434258.0,2.0,2011-04-17,1050.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44.0,Car
110178409.0,440347.0,433745.0,1.0,2011-04-17,248.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Female,26.0,Car
110178409.0,440347.0,433745.0,1.0,2011-04-17,248.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Female,25.0,Car
110179478.0,422884.0,438849.0,1.0,2011-04-17,1640.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,11.0,Pedal cycle
110180132.0,430437.0,431154.0,2.0,2011-04-17,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,64.0,Car
110180132.0,430437.0,431154.0,2.0,2011-04-17,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24.0,Car
110180338.0,431884.0,438784.0,2.0,2011-04-17,1745.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16.0,Pedal cycle
110179346.0,434145.0,433897.0,1.0,2011-04-18,1120.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23.0,Car
110179482.0,431792.0,435567.0,1.0,2011-04-18,1138.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,79.0,Car
110179558.0,421102.0,436696.0,1.0,2011-04-18,1210.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,47.0,Car
110181755.0,426721.0,431757.0,2.0,2011-04-18,1100.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25.0,Pedal cycle
110180953.0,438938.0,439110.0,1.0,2011-04-19,830.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33.0,Car
110181956.0,429216.0,426698.0,2.0,2011-04-19,1805.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44.0,Motorcycle over 500cc
110181969.0,435464.0,433397.0,2.0,2011-04-19,1455.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,13.0,Pedal cycle
110182238.0,431099.0,435804.0,3.0,2011-04-19,2135.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24.0,Car
110182238.0,431099.0,435804.0,3.0,2011-04-19,2135.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47.0,Taxi/Private hire car
110182238.0,431099.0,435804.0,3.0,2011-04-19,2135.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18.0,Taxi/Private hire car
110182843.0,429668.0,433953.0,2.0,2011-04-20,810.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37.0,Pedal cycle
110183317.0,424275.0,445377.0,2.0,2011-04-20,1030.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,70.0,Car
110183919.0,433155.0,435244.0,2.0,2011-04-20,1800.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38.0,Car
110183919.0,433155.0,435244.0,2.0,2011-04-20,1800.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37.0,Car
110183940.0,431877.0,440199.0,3.0,2011-04-20,1900.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,74.0,Car
110184237.0,442479.0,442987.0,1.0,2011-04-20,1650.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,57.0,Bus or coach (17 or more passenger seats)
110185794.0,422938.0,437562.0,3.0,2011-04-21,1542.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36.0,Car
110185794.0,422938.0,437562.0,3.0,2011-04-21,1542.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9.0,Minibus (8 – 16 passenger seats)
110185794.0,422938.0,437562.0,3.0,2011-04-21,1542.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10.0,Minibus (8 – 16 passenger seats)
110185890.0,425941.0,438103.0,2.0,2011-04-21,1535.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54.0,Car
110185900.0,424848.0,438291.0,2.0,2011-04-21,1810.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,7.0,Pedal cycle
110186001.0,438491.0,430400.0,2.0,2011-04-21,1253.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27.0,Car
110186001.0,438491.0,430400.0,2.0,2011-04-21,1253.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,31.0,Car
110186028.0,427464.0,433763.0,2.0,2011-04-21,1745.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Pedal cycle
110186118.0,423896.0,428198.0,2.0,2011-04-21,2022.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40.0,Car
110186701.0,418328.0,441441.0,2.0,2011-04-22,950.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53.0,Car
110186829.0,443591.0,437898.0,5.0,2011-04-22,1048.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24.0,Car
110186829.0,443591.0,437898.0,5.0,2011-04-22,1048.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40.0,Car
110186829.0,443591.0,437898.0,5.0,2011-04-22,1048.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48.0,Car
110186829.0,443591.0,437898.0,5.0,2011-04-22,1048.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36.0,Car
110186829.0,443591.0,437898.0,5.0,2011-04-22,1048.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46.0,Car
110186997.0,431983.0,435539.0,2.0,2011-04-22,1715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Car
110186997.0,431983.0,435539.0,2.0,2011-04-22,1715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17.0,Taxi/Private hire car
110186997.0,431983.0,435539.0,2.0,2011-04-22,1715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18.0,Taxi/Private hire car
110188739.0,422829.0,442982.0,4.0,2011-04-23,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48.0,Car
110188739.0,422829.0,442982.0,4.0,2011-04-23,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36.0,Car
110188739.0,422829.0,442982.0,4.0,2011-04-23,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23.0,Car
110188739.0,422829.0,442982.0,4.0,2011-04-23,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,41.0,Car
110188739.0,422829.0,442982.0,4.0,2011-04-23,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23.0,Car
110188739.0,422829.0,442982.0,4.0,2011-04-23,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20.0,Car
110188756.0,435817.0,434190.0,2.0,2011-04-23,1250.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49.0,Car
110188756.0,435817.0,434190.0,2.0,2011-04-23,1250.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25.0,Car
110188756.0,435817.0,434190.0,2.0,2011-04-23,1250.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25.0,Car
110188918.0,435173.0,437629.0,2.0,2011-04-23,1205.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,13.0,Pedal cycle
110188640.0,440837.0,434524.0,1.0,2011-04-24,134.0,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,19.0,Car
110189168.0,424485.0,439055.0,1.0,2011-04-24,1057.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,77.0,Bus or coach (17 or more passenger seats)
110190162.0,431271.0,433822.0,2.0,2011-04-24,2300.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39.0,Bus or coach (17 or more passenger seats)
110189920.0,436006.0,428260.0,1.0,2011-04-25,158.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24.0,Car
110190457.0,425017.0,434606.0,2.0,2011-04-25,1420.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63.0,Motorcycle over 500cc
110191097.0,427858.0,430520.0,2.0,2011-04-25,1230.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29.0,Car
110191771.0,428554.0,427738.0,2.0,2011-04-26,1344.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28.0,Car
110192142.0,442212.0,443024.0,2.0,2011-04-26,1524.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,70.0,Car
110192142.0,442212.0,443024.0,2.0,2011-04-26,1524.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,76.0,Car
110192405.0,428033.0,425739.0,1.0,2011-04-26,2035.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21.0,Car
110193280.0,441485.0,433388.0,1.0,2011-04-26,1910.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,15.0,Car
110193411.0,431427.0,434069.0,3.0,2011-04-26,1530.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Taxi/Private hire car
110193411.0,431427.0,434069.0,3.0,2011-04-26,1530.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31.0,Taxi/Private hire car
110193411.0,431427.0,434069.0,3.0,2011-04-26,1530.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8.0,Taxi/Private hire car
110227989.0,436552.0,436151.0,1.0,2011-04-26,2315.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,91.0,Taxi/Private hire car
110193620.0,431644.0,437425.0,3.0,2011-04-27,1320.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62.0,Car
110193876.0,432213.0,438220.0,2.0,2011-04-27,1400.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,73.0,Car
110193876.0,432213.0,438220.0,2.0,2011-04-27,1400.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46.0,Taxi/Private hire car
110193904.0,436180.0,434460.0,2.0,2011-04-27,1640.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48.0,Pedal cycle
110194015.0,434835.0,437053.0,1.0,2011-04-27,1835.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12.0,Bus or coach (17 or more passenger seats)
110194474.0,430302.0,435025.0,2.0,2011-04-27,2305.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,17.0,Taxi/Private hire car
110194474.0,430302.0,435025.0,2.0,2011-04-27,2305.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,17.0,Taxi/Private hire car
110194836.0,432961.0,439244.0,2.0,2011-04-27,1715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29.0,Car
110194994.0,434071.0,432982.0,2.0,2011-04-27,1815.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,11.0,Pedal cycle
110195200.0,426861.0,437684.0,2.0,2011-04-27,1515.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42.0,Motorcycle over 50cc and up to 125cc
110195744.0,437199.0,444242.0,2.0,2011-04-27,1820.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35.0,Car
110195744.0,437199.0,444242.0,2.0,2011-04-27,1820.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,27.0,Car
110196691.0,432387.0,434929.0,2.0,2011-04-27,1310.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,69.0,Car
110195672.0,432501.0,433769.0,2.0,2011-04-28,1530.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Car
110195929.0,429794.0,434067.0,2.0,2011-04-28,1820.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65.0,Car
110196774.0,427430.0,432847.0,2.0,2011-04-29,1610.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63.0,Car
110196899.0,429935.0,431118.0,1.0,2011-04-29,1945.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,6.0,Car
110197761.0,428420.0,426437.0,2.0,2011-04-29,1800.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,51.0,Car
110197551.0,421851.0,441237.0,2.0,2011-04-30,1143.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54.0,Car
110197959.0,424295.0,428986.0,1.0,2011-04-30,1035.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,82.0,Bus or coach (17 or more passenger seats)
110197987.0,423601.0,437875.0,1.0,2011-04-30,1540.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,67.0,Bus or coach (17 or more passenger seats)
110198293.0,431903.0,435734.0,1.0,2011-04-30,2240.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,10.0,Car
110199206.0,428394.0,434387.0,2.0,2011-05-01,1640.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35.0,Car
110199254.0,435021.0,436107.0,1.0,2011-05-01,1355.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13.0,Car
110203871.0,432210.0,438089.0,2.0,2011-05-01,1325.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50.0,Car
110203871.0,432210.0,438089.0,2.0,2011-05-01,1325.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,89.0,Car
110200145.0,441108.0,430776.0,1.0,2011-05-02,249.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19.0,Taxi/Private hire car
110200376.0,423809.0,439245.0,2.0,2011-05-02,1250.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Pedal cycle
110200396.0,427495.0,435855.0,1.0,2011-05-02,430.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,31.0,Car
