Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110441564.0,431748.0,435496.0,1.0,2011-09-25,2002.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,53.0,Car
110442211.0,423355.0,437647.0,1.0,2011-09-25,1520.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15.0,Car
110442010.0,431172.0,434986.0,2.0,2011-09-26,730.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25.0,Pedal cycle
110442403.0,430503.0,431695.0,2.0,2011-09-26,750.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36.0,Car
110442561.0,431081.0,433744.0,3.0,2011-09-26,835.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43.0,Goods vehicle 3.5 tonnes mgw and under
110442561.0,431081.0,433744.0,3.0,2011-09-26,835.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71.0,Car
110442561.0,431081.0,433744.0,3.0,2011-09-26,835.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27.0,Car
110442561.0,431081.0,433744.0,3.0,2011-09-26,835.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,76.0,Car
110442561.0,431081.0,433744.0,3.0,2011-09-26,835.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4.0,Car
110442917.0,430345.0,439328.0,2.0,2011-09-26,1510.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18.0,Car
110442917.0,430345.0,439328.0,2.0,2011-09-26,1510.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31.0,Car
110443092.0,435129.0,441882.0,2.0,2011-09-26,1546.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,72.0,Car
110443092.0,435129.0,441882.0,2.0,2011-09-26,1546.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,67.0,Car
110444944.0,430649.0,434648.0,2.0,2011-09-26,1407.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39.0,Car
110443660.0,429392.0,431354.0,1.0,2011-09-27,807.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11.0,Goods vehicle 3.5 tonnes mgw and under
110444680.0,424579.0,435155.0,2.0,2011-09-27,1625.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,51.0,Car
110444835.0,433092.0,434048.0,2.0,2011-09-27,1700.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48.0,Motorcycle over 500cc
110444939.0,427147.0,433674.0,2.0,2011-09-27,1950.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31.0,Car
110444939.0,427147.0,433674.0,2.0,2011-09-27,1950.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23.0,Car
110444959.0,426144.0,435591.0,1.0,2011-09-27,2009.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37.0,Pedal cycle
110445089.0,432287.0,435043.0,1.0,2011-09-27,2255.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,34.0,Car
110445249.0,423068.0,435883.0,2.0,2011-09-27,1010.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16.0,Pedal cycle
110445688.0,427781.0,430699.0,2.0,2011-09-27,1415.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,67.0,Car
110446159.0,435907.0,425850.0,2.0,2011-09-27,1610.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18.0,Car
110446093.0,428225.0,435781.0,2.0,2011-09-28,830.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27.0,Motorcycle over 500cc
110446198.0,431841.0,435644.0,4.0,2011-09-28,1225.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,71.0,Car
110446252.0,430429.0,431156.0,1.0,2011-09-28,1330.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,40.0,Car
110446404.0,428554.0,429850.0,1.0,2011-09-28,1625.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12.0,Car
110446456.0,432267.0,436258.0,2.0,2011-09-28,1725.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Car
110446560.0,431701.0,426378.0,4.0,2011-09-28,1748.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,86.0,Car
110446560.0,431701.0,426378.0,4.0,2011-09-28,1748.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,94.0,Car
110446560.0,431701.0,426378.0,4.0,2011-09-28,1748.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29.0,Car
110448054.0,428588.0,435663.0,2.0,2011-09-28,1405.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48.0,Pedal cycle
110448771.0,430824.0,433815.0,6.0,2011-09-28,841.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58.0,Car
110448771.0,430824.0,433815.0,6.0,2011-09-28,841.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43.0,Car
110448771.0,430824.0,433815.0,6.0,2011-09-28,841.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51.0,Car
110448771.0,430824.0,433815.0,6.0,2011-09-28,841.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Car
110447206.0,430074.0,430724.0,2.0,2011-09-29,916.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17.0,M/cycle 50cc and under
110447299.0,428747.0,430856.0,2.0,2011-09-29,735.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31.0,Pedal cycle
110447730.0,427997.0,436013.0,2.0,2011-09-29,1430.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19.0,Pedal cycle
110447741.0,437066.0,437604.0,2.0,2011-09-29,1147.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,69.0,Car
110447741.0,437066.0,437604.0,2.0,2011-09-29,1147.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38.0,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110447788.0,429709.0,439015.0,2.0,2011-09-29,1120.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,85.0,Car
110448064.0,428225.0,435779.0,2.0,2011-09-29,1507.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30.0,Pedal cycle
110448258.0,431829.0,435413.0,1.0,2011-09-29,1830.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6.0,Car
110449854.0,429788.0,430635.0,2.0,2011-09-29,710.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49.0,Pedal cycle
110450292.0,428899.0,431013.0,1.0,2011-09-29,2220.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,21.0,Car
110449366.0,427138.0,426476.0,2.0,2011-09-30,1215.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49.0,Car
110449639.0,432524.0,427551.0,2.0,2011-09-30,1437.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,52.0,Car
110449660.0,432941.0,429697.0,2.0,2011-09-30,1500.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12.0,Car
110449826.0,443639.0,436109.0,4.0,2011-09-30,1450.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36.0,Car
110449849.0,425187.0,428973.0,2.0,2011-09-30,1615.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26.0,Car
110449875.0,441450.0,434620.0,2.0,2011-09-30,1338.0,Motorway,Dry,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,40.0,Car
110449889.0,429386.0,425854.0,2.0,2011-09-30,1609.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30.0,Pedal cycle
110449897.0,427443.0,436154.0,2.0,2011-09-30,1555.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23.0,Car
110449897.0,427443.0,436154.0,2.0,2011-09-30,1555.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,65.0,Car
110451784.0,436444.0,434698.0,1.0,2011-09-30,1430.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,85.0,Bus or coach (17 or more passenger seats)
110453348.0,430009.0,438648.0,2.0,2011-09-30,930.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23.0,Pedal cycle
110453826.0,430130.0,437503.0,3.0,2011-09-30,1830.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30.0,Car
110453826.0,430130.0,437503.0,3.0,2011-09-30,1830.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28.0,Car
110457455.0,428097.0,434717.0,2.0,2011-09-30,845.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22.0,Pedal cycle
110450694.0,431767.0,435530.0,2.0,2011-10-01,1040.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,46.0,Pedal cycle
110450764.0,434610.0,441237.0,1.0,2011-10-01,750.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21.0,Car
110450764.0,434610.0,441237.0,1.0,2011-10-01,750.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18.0,Car
110450764.0,434610.0,441237.0,1.0,2011-10-01,750.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17.0,Car
110451012.0,420351.0,434240.0,2.0,2011-10-01,1435.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4.0,Car
110451012.0,420351.0,434240.0,2.0,2011-10-01,1435.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5.0,Car
110451275.0,427906.0,430148.0,1.0,2011-10-01,1555.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,28.0,Pedal cycle
110451344.0,431403.0,435025.0,2.0,2011-10-01,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50.0,Car
110451344.0,431403.0,435025.0,2.0,2011-10-01,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,42.0,Car
110451344.0,431403.0,435025.0,2.0,2011-10-01,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33.0,Car
110451344.0,431403.0,435025.0,2.0,2011-10-01,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8.0,Car
110451344.0,431403.0,435025.0,2.0,2011-10-01,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Car
110451344.0,431403.0,435025.0,2.0,2011-10-01,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26.0,Car
110451389.0,429080.0,433515.0,3.0,2011-10-01,1910.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,65.0,Car
110451755.0,422312.0,443623.0,2.0,2011-10-01,1600.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46.0,Car
110451755.0,422312.0,443623.0,2.0,2011-10-01,1600.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40.0,Car
110453015.0,435021.0,436083.0,2.0,2011-10-01,1335.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29.0,Bus or coach (17 or more passenger seats)
110485447.0,435021.0,434969.0,2.0,2011-10-01,2100.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,13.0,Pedal cycle
110452471.0,421536.0,440657.0,2.0,2011-10-02,1934.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18.0,Car
110452471.0,421536.0,440657.0,2.0,2011-10-02,1934.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25.0,Car
110452649.0,427343.0,436140.0,1.0,2011-10-02,430.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,22.0,Car
110452649.0,427343.0,436140.0,1.0,2011-10-02,430.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,21.0,Car
110453482.0,433758.0,434935.0,2.0,2011-10-03,1000.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29.0,Goods vehicle 3.5 tonnes mgw and under
110453809.0,430011.0,430944.0,1.0,2011-10-03,1715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19.0,Car
110454244.0,436625.0,435938.0,1.0,2011-10-03,1645.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18.0,Car
110455071.0,432379.0,434915.0,1.0,2011-10-03,1040.0,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,81.0,Car
110455146.0,435957.0,435468.0,1.0,2011-10-03,1115.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63.0,Car
110455090.0,428582.0,432967.0,2.0,2011-10-04,1300.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21.0,Car
110455705.0,431483.0,435008.0,2.0,2011-10-04,1720.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19.0,Motorcycle over 50cc and up to 125cc
110456060.0,430908.0,436544.0,2.0,2011-10-04,2122.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,50.0,Car
110456060.0,430908.0,436544.0,2.0,2011-10-04,2122.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,26.0,Car
110456060.0,430908.0,436544.0,2.0,2011-10-04,2122.0,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18.0,Car
110456061.0,431478.0,435115.0,1.0,2011-10-04,2300.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,24.0,Car
110456631.0,422226.0,433736.0,2.0,2011-10-04,1615.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20.0,Pedal cycle
110456646.0,430697.0,439045.0,2.0,2011-10-04,2020.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,40.0,Pedal cycle
110456811.0,430960.0,435866.0,3.0,2011-10-04,1520.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Car
110457051.0,432318.0,439374.0,2.0,2011-10-04,1905.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,27.0,Motorcycle over 50cc and up to 125cc
110467073.0,427011.0,428393.0,2.0,2011-10-04,1735.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,16.0,Pedal cycle
110457341.0,434533.0,428005.0,2.0,2011-10-05,1447.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44.0,Car
110457457.0,430268.0,434835.0,1.0,2011-10-05,1335.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,79.0,Car
110457508.0,427601.0,436792.0,2.0,2011-10-05,1626.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Pedal cycle
110457619.0,422101.0,434127.0,2.0,2011-10-05,1710.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,50.0,Motorcycle over 500cc
110457667.0,428422.0,432494.0,2.0,2011-10-05,1940.0,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,29.0,Pedal cycle
110457705.0,423270.0,437687.0,3.0,2011-10-05,2053.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,54.0,Car
110458710.0,429118.0,430624.0,2.0,2011-10-05,2020.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,75.0,Car
110459462.0,420254.0,446136.0,1.0,2011-10-05,1850.0,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,59.0,Car
110464473.0,431747.0,435845.0,2.0,2011-10-05,1825.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39.0,Car
110464473.0,431747.0,435845.0,2.0,2011-10-05,1825.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20.0,Car
110464473.0,431747.0,435845.0,2.0,2011-10-05,1825.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20.0,Car
110464473.0,431747.0,435845.0,2.0,2011-10-05,1825.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19.0,Car
110458474.0,427144.0,432927.0,1.0,2011-10-06,1150.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,46.0,Car
110458637.0,425484.0,434282.0,4.0,2011-10-06,1330.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42.0,Pedal cycle
110458662.0,430503.0,435251.0,2.0,2011-10-06,825.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47.0,Motorcycle over 500cc
110458696.0,431085.0,433298.0,2.0,2011-10-06,1045.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21.0,Car
110459143.0,433533.0,429766.0,1.0,2011-10-06,1448.0,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,24.0,Car
110459143.0,433533.0,429766.0,1.0,2011-10-06,1448.0,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Male,22.0,Car
110459201.0,431486.0,431545.0,4.0,2011-10-06,1500.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,58.0,Car
110459201.0,431486.0,431545.0,4.0,2011-10-06,1500.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,75.0,Car
110459490.0,429143.0,432012.0,2.0,2011-10-06,2010.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,39.0,Taxi/Private hire car
110459496.0,432516.0,427321.0,2.0,2011-10-06,1630.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26.0,Pedal cycle
110460318.0,421995.0,436506.0,2.0,2011-10-06,1645.0,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,23.0,Car
110460413.0,426068.0,436363.0,2.0,2011-10-06,1246.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,46.0,Taxi/Private hire car
110460413.0,426068.0,436363.0,2.0,2011-10-06,1246.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Serious,Male,23.0,M/cycle 50cc and under
110460413.0,426068.0,436363.0,2.0,2011-10-06,1246.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,71.0,Taxi/Private hire car
110460413.0,426068.0,436363.0,2.0,2011-10-06,1246.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Male,75.0,Taxi/Private hire car
110460465.0,431906.0,434891.0,2.0,2011-10-06,1100.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,69.0,Car
110465168.0,433526.0,429805.0,2.0,2011-10-06,1815.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,27.0,Pedal cycle
110459782.0,430575.0,433692.0,1.0,2011-10-07,605.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25.0,Bus or coach (17 or more passenger seats)
110460131.0,425457.0,437464.0,1.0,2011-10-07,755.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13.0,Car
110460177.0,429372.0,433780.0,2.0,2011-10-07,1015.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Car
110460177.0,429372.0,433780.0,2.0,2011-10-07,1015.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27.0,Car
110460790.0,434396.0,433736.0,3.0,2011-10-07,1510.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,77.0,Car
110460790.0,434396.0,433736.0,3.0,2011-10-07,1510.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47.0,Car
110460790.0,434396.0,433736.0,3.0,2011-10-07,1510.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50.0,Car
110460790.0,434396.0,433736.0,3.0,2011-10-07,1510.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13.0,Car
110460865.0,432376.0,435131.0,2.0,2011-10-07,1700.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,20.0,M/cycle 50cc and under
110460903.0,423818.0,434257.0,1.0,2011-10-07,1610.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70.0,Bus or coach (17 or more passenger seats)
110460983.0,438949.0,431551.0,2.0,2011-10-07,1545.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,32.0,Motorcycle over 50cc and up to 125cc
110461355.0,428536.0,436888.0,1.0,2011-10-07,35.0,B,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver,Slight,Male,35.0,Car
110461388.0,434336.0,435123.0,2.0,2011-10-07,2225.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,48.0,Car
110461388.0,434336.0,435123.0,2.0,2011-10-07,2225.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,10.0,Car
110461388.0,434336.0,435123.0,2.0,2011-10-07,2225.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,44.0,Car
110461388.0,434336.0,435123.0,2.0,2011-10-07,2225.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,14.0,Car
110461906.0,428367.0,428733.0,2.0,2011-10-07,1851.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32.0,Pedal cycle
110462316.0,429999.0,434150.0,2.0,2011-10-07,1515.0,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,19.0,Car
110462316.0,429999.0,434150.0,2.0,2011-10-07,1515.0,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,19.0,Car
110462316.0,429999.0,434150.0,2.0,2011-10-07,1515.0,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,18.0,Car
110462316.0,429999.0,434150.0,2.0,2011-10-07,1515.0,A,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,19.0,Car
110461884.0,425818.0,442889.0,2.0,2011-10-08,935.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36.0,Car
110461945.0,424219.0,427778.0,1.0,2011-10-08,1107.0,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,35.0,Car
110462155.0,428749.0,430854.0,2.0,2011-10-08,1425.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36.0,Car
110462155.0,428749.0,430854.0,2.0,2011-10-08,1425.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25.0,Car
110462155.0,428749.0,430854.0,2.0,2011-10-08,1425.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25.0,Car
110462155.0,428749.0,430854.0,2.0,2011-10-08,1425.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25.0,Car
110462155.0,428749.0,430854.0,2.0,2011-10-08,1425.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26.0,Car
110462242.0,422943.0,443098.0,2.0,2011-10-08,1425.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,61.0,Car
110462595.0,429601.0,434682.0,2.0,2011-10-08,2315.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,39.0,Car
110462839.0,441103.0,449181.0,3.0,2011-10-08,1235.0,A(M),Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,69.0,Car
110463100.0,430556.0,436959.0,1.0,2011-10-08,1600.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70.0,Bus or coach (17 or more passenger seats)
110468781.0,420740.0,439852.0,1.0,2011-10-08,140.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,18.0,Taxi/Private hire car
110463250.0,425511.0,434186.0,1.0,2011-10-09,725.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Car
110463268.0,420930.0,434414.0,2.0,2011-10-09,1325.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19.0,Car
110463315.0,431209.0,433665.0,2.0,2011-10-09,1445.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,6.0,Car
110463562.0,436083.0,435601.0,1.0,2011-10-09,1749.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,30.0,Car
110463562.0,436083.0,435601.0,1.0,2011-10-09,1749.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,37.0,Car
110464276.0,426357.0,428166.0,2.0,2011-10-09,2010.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,60.0,Car
110464245.0,428040.0,435919.0,2.0,2011-10-10,930.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,36.0,Car
110464428.0,430670.0,436795.0,1.0,2011-10-10,1055.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,64.0,Goods vehicle 3.5 tonnes mgw and under
110465117.0,432096.0,435459.0,2.0,2011-10-10,1450.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22.0,Car
110465493.0,427016.0,431793.0,2.0,2011-10-10,800.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,38.0,Car
110466100.0,434413.0,435371.0,2.0,2011-10-10,1330.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75.0,Car
